"lastBuildDate" "total" "start" "display" "items.title" "items.originallink" "items.link" "items.description" "items.pubDate"
"12" "Fri, 25 Mar 2022 10:01:57 +0900" 1091941 1 100 "대구시, ‘쿠팡 대구첨단물류센터’ 준공… 2500개 일자리 창출" "https://www.cnbnews.com/news/article.html?no=538368" "https://www.cnbnews.com/news/article.html?no=538368" "AI·빅데이터를 활용해 상품관리와 배송 동선을 최적화하고, 친환경 물류장비 및 스마트 물류시스템 등을 통해 미래형 혁신물류센터의 모델을 제시할 계획이다. 박대준 쿠팡 대표는 “대구시와 여러 기관 관계자분들의... " "Fri, 25 Mar 2022 09:50:00 +0900"
"13" "Fri, 25 Mar 2022 10:01:57 +0900" 1091941 1 100 "KT, AI/DX기반 주거문화 트렌드 변화 세미나 개최" "http://www.digitaltoday.co.kr/news/articleView.html?idxno=438684" "http://www.digitaltoday.co.kr/news/articleView.html?idxno=438684" "배기동 KT 공간/안전DX사업담당 상무는 KT는 주거, 생활 환경을 넘어 여러 가지 공간 영역에서 'ABC(AI·빅데이터... " "Fri, 25 Mar 2022 09:48:00 +0900"
"14" "Fri, 25 Mar 2022 10:01:57 +0900" 1091941 1 100 "2위 벤츠·3위 아우디… 외제차 '브랜드 평판 순위'가 쫙 발표됐습니다" "https://www.wikitree.co.kr/articles/741853" "https://www.wikitree.co.kr/articles/741853" "한국기업평판연구소는 지난달 25일부터 이달 25일까지 수입차 브랜드 빅데이터 3737만 2490개를 취합해... 빅데이터 분석을 통해 만들어진 지표다. <U+200B>브랜드평판지수는 브랜드에 대한 소비자들의 활동 빅데이터를... " "Fri, 25 Mar 2022 09:46:00 +0900"
"15" "Fri, 25 Mar 2022 10:01:57 +0900" 1091941 1 100 "EU, 미 IT 공룡 독점 막는 '디지털 시장법' 합의" "http://yna.kr/AKR20220325039300009?did=1195m" "https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=104&oid=001&aid=0013072052" "내년부터 시행되는 이 법은 데이터와 플랫폼 접속을 제어하는 회사인 이른바 '온라인 게이트키퍼'에 대한 규칙을 담고 있다. 온라인 중개 서비스, 소셜 네트워크(SNS), 검색 엔진, 운영체제, 온라인 광고 서비스, 클라우딩... " "Fri, 25 Mar 2022 09:45:00 +0900"
"16" "Fri, 25 Mar 2022 10:01:57 +0900" 1091941 1 100 "서울 접근성 좋아진 양양…‘웨이블런트 양양’ 분양홍보관 25일(금) 오픈" "https://www.hankyung.com/realestate/article/202203259993O" "https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=101&oid=015&aid=0004678034" "한국관광공사가 2020년 KT 빅데이터를 분석한 결과 강원도 양양군(10%), 경남 밀양시(7%), 인천 옹진군(7%), 전남 고흥군(6%), 부산 기장군(5%) 순으로 방문객 증가율이 가장 높았다. 강원통계연보에 따르면 2020년 한 해 동안... " "Fri, 25 Mar 2022 09:45:00 +0900"
"17" "Fri, 25 Mar 2022 10:01:57 +0900" 1091941 1 100 "쉬운 토익 공식<U+00A0>'에듀윌 토익 실전<U+00A0>LC+RC'<U+00A0>알라딘<U+00A0>3월<U+00A0>3주차 베스트셀러..." "http://www.nextdaily.co.kr/news/articleView.html?idxno=204302" "http://www.nextdaily.co.kr/news/articleView.html?idxno=204302" "특히,<U+00A0>모든 문제들은 토익 빅데이터 분석을 기반으로 실제 시험에서 단골로 출제되는 최빈출 유형들과 최신 기출 유형들을 골고루 배합해 만들어졌다. 해당 교재는 문제의 핵심 포인트 및 풀이 단서를 제시해 스스로... " "Fri, 25 Mar 2022 09:44:00 +0900"
"18" "Fri, 25 Mar 2022 10:01:57 +0900" 1091941 1 100 "앱 마켓 원스토어 거래액 1조 원 돌파... 14분기 연속 최대 실적 갱신" "http://gamefocus.co.kr/detail.php?number=127858" "http://gamefocus.co.kr/detail.php?number=127858" "빅데이터 플랫폼 기업 아이지에이웍스가 앱마켓 3사의 거래액을 추정해 발표하는 ‘모바일인덱스’에 따르면, 원스토어는 지난해 연간 기준 국내 앱마켓 중 약 13.8%의 점유율을 기록하며 글로벌 앱마켓을 누르고... " "Fri, 25 Mar 2022 09:44:00 +0900"
"19" "Fri, 25 Mar 2022 10:01:57 +0900" 1091941 1 100 "인천 돌아온 김광현, 강속구 봉인 해제...잃어버린 '147' 찾았다 [춘추 집중분..." "http://www.spochoo.com/news/articleView.html?idxno=101348" "https://sports.news.naver.com/news.nhn?oid=529&aid=0000062326" "베이스볼서번트가 제공하는 스탯캐스트 데이터에 따르면 2020년 김광현의 패스트볼 평균구속은 144.7km/h였다. 팔꿈치 수술 직전인 2016년(144.9km/h) 수준이다. 2년째인 지난해엔 구속이 더 하락했다. 평균 143.4km/h로 프로... " "Fri, 25 Mar 2022 09:43:00 +0900"
"20" "Fri, 25 Mar 2022 10:01:57 +0900" 1091941 1 100 "한·영국·불가리아 국세청장 회의…교묘해진 역외탈세, 국가간 공조 강화" "https://www.tfmedia.co.kr/news/article.html?no=122878" "https://www.tfmedia.co.kr/news/article.html?no=122878" "전자세정 발전경로, 전자세정 재설계를 통한 과세표준 양성화, 과세자료수집체계, 미리채움 세금신고서비스 및 메타버스를 활용한 가상세무서, ‘AI세금비서’, 블록체인기술과 빅 데이터 분석을 통한 탈세대응경험... " "Fri, 25 Mar 2022 09:42:00 +0900"
"21" "Fri, 25 Mar 2022 10:01:57 +0900" 1091941 1 100 "부산시·국가수리과학연구소, ‘산업문제해결 워크숍’ 개최" "http://www.fnnews.com/news/202203250925560957" "https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=102&oid=014&aid=0004809080" "국가수리과학연구소 부산의료수학센터와 다이텍연구원, 부산대학교 소재 빅데이터 기반 금융·수산·제조... 이번 워크숍에는 연구원, 교수, 학생 등 100여 명이 참여하여 △디자인 특허 데이터 기반 이미지 유사도 분석... " "Fri, 25 Mar 2022 09:39:00 +0900"
"22" "Fri, 25 Mar 2022 10:01:57 +0900" 1091941 1 100 "㈜컨셉터스 2월 물티슈 빅데이터조사 결과, 베베숲 평판 1위" "http://www.sisunnews.co.kr/news/articleView.html?idxno=160463" "http://www.sisunnews.co.kr/news/articleView.html?idxno=160463" "빅데이터 분석업체 ㈜컨셉터스에 따르면, 2022년 02월 물티슈 키워드에 대한 실제 소비자들의 빅데이터를 분석한 결과 빅데이터 브랜드 평판 1위는 베베숲 물티슈, 2위는 브라운 물티슈, 3위는 앙블랑 물티슈인... " "Fri, 25 Mar 2022 09:38:00 +0900"
"23" "Fri, 25 Mar 2022 10:01:57 +0900" 1091941 1 100 "…부산시 '산업문제해결 워크숍' 개최" "http://www.newsis.com/view/?id=NISX20220325_0001807220&cID=10811&pID=10800" "https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=102&oid=003&aid=0011082828" "국가수리과학연구소 부산의료수학센터, 다이텍연구원, 부산대학교 소재 빅데이터 기반 금융·수산·제조... 이날 워크숍에는 연구원, 교수, 학생 등 100여 명이 참여해 ▲디자인 특허 데이터 기반 이미지 유사도 분석... " "Fri, 25 Mar 2022 09:37:00 +0900"
"24" "Fri, 25 Mar 2022 10:01:57 +0900" 1091941 1 100 "[부고]유숙열(OBS 기자)씨 부친상" "http://www.newsis.com/view/?id=NISX20220325_0001807217&cID=10802&pID=14000" "https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=102&oid=003&aid=0011082826" "유숙열(OBS 기자)씨 부친상 = 24일, 부천 대성병원 장례식장 특1호실, 발인 28일. 032-666-1002 ▶ 네이버에서 뉴시스 구독하기 ▶ K-Artprice, 유명 미술작품 가격 공개 ▶ 뉴시스 빅데이터 MSI 주가시세표 바로가기" "Fri, 25 Mar 2022 09:36:00 +0900"
"25" "Fri, 25 Mar 2022 10:01:57 +0900" 1091941 1 100 "나누리병원 “체내 비타민E 수치 높으면 관절염 유병률 2배”" "https://sports.donga.com/article/all/20220325/112526367/1" "https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=102&oid=382&aid=0000968888" "나누리병원 의학연구팀이 빅데이터 분석을 통해 체내 비타민E의 수치가 높을수록 퇴행성 관절염 유병률이 증가하는 것을 밝혀냈다. 퇴행성 관절염은 관절 연골이 파괴되고 변형되어 뼈와 인대 등에 손상이 일어나는... " "Fri, 25 Mar 2022 09:36:00 +0900"
"26" "Fri, 25 Mar 2022 10:01:57 +0900" 1091941 1 100 "[특징주] 한컴MDS, 전자-자동차 대기업 등 10여개사 인수전 참여 소식에 상승..." "https://www.etoday.co.kr/news/view/2117380" "https://www.etoday.co.kr/news/view/2117380" "산업과 관련한 다양한 산업분야에 필요한 토탈 솔루션 서비스를 제공하고 있다. AIoT와 인공지능, 빅데이터 등을 중심으로 지속적인 성장이 예상되고 있다. 지난해 연결 기준 매출 1551억원, 영업이익 22억원을 기록했다." "Fri, 25 Mar 2022 09:32:00 +0900"
"27" "Fri, 25 Mar 2022 10:01:57 +0900" 1091941 1 100 "쿠팡 대구첨단물류센터 준공…내년 하반기 정식 가동" "http://news.heraldcorp.com/view.php?ud=20220325000104" "https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=102&oid=016&aid=0001968503" "쿠팡은 3200여억원을 투자해 AI·빅데이터를 활용한 최첨단 설비와 친환경·스마트 물류시스템을 구축할 예정이며 설비 테스트를 거쳐 내년 하반기 정식 가동한다. 쿠팡 측은 대구물류센터 근무 인력 2500여명을 신규... " "Fri, 25 Mar 2022 09:31:00 +0900"
"28" "Fri, 25 Mar 2022 10:01:57 +0900" 1091941 1 100 "'대통령 집무실 이전' 날벼락 맞은 용산, 규제<U+2027>통제 우려 깊어진다" "https://economist.co.kr/2022/03/25/realEstate/realEstateNormal/20220325093011638.html" "https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=101&oid=243&aid=0000024566" "부동산 빅데이터업체 아파트실거래가(아실)에 따르면 22일 기준 용산구 아파트 매물은 882건으로 집계됐다. 열흘 전인 이달 12일(907건) 대비 2.8% 줄어들었다. 이 기간 서울 25개 구 중 아파트 매물이 감소한 곳은 용산구를... " "Fri, 25 Mar 2022 09:31:00 +0900"
"29" "Fri, 25 Mar 2022 10:01:57 +0900" 1091941 1 100 "[속보]전국 중환자실 가동률 65.6%…비수도권 73.2%" "http://www.newsis.com/view/?id=NISX20220324_0001806226&cID=10201&pID=10200" "https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=102&oid=003&aid=0011082800" "▶ 네이버에서 뉴시스 구독하기 ▶ K-Artprice, 유명 미술작품 가격 공개 ▶ 뉴시스 빅데이터 MSI 주가시세표 바로가기" "Fri, 25 Mar 2022 09:31:00 +0900"
"30" "Fri, 25 Mar 2022 10:01:57 +0900" 1091941 1 100 "[속보]신규확진 33만9514명…위중증 1085명·사망 393명" "http://www.newsis.com/view/?id=NISX20220324_0001806228&cID=10201&pID=10200" "https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=102&oid=003&aid=0011082795" "▶ 네이버에서 뉴시스 구독하기 ▶ K-Artprice, 유명 미술작품 가격 공개 ▶ 뉴시스 빅데이터 MSI 주가시세표 바로가기" "Fri, 25 Mar 2022 09:30:00 +0900"
"31" "Fri, 25 Mar 2022 10:01:57 +0900" 1091941 1 100 "경북교육청, 미래인재 양성 위해 ‘AI 교육’ 활성화" "https://www.ekn.kr/web/view.php?key=20220325010004219" "https://www.ekn.kr/web/view.php?key=20220325010004219" "또한 특성화고를 중심으로 취업면접을 대비해 AI 빅데이터 기반으로 응시자의 역량을 평가하는 AI 모의면접 제공을 확대할 예정이다. AI 모의면접은 상황대처, 직무 및 지원자 성향에 대한 질문 등을 하게 되며 응시자의... " "Fri, 25 Mar 2022 09:30:00 +0900"
"32" "Fri, 25 Mar 2022 10:01:57 +0900" 1091941 1 100 "보험사, 너나없이 헬스케어… 차별화가 관건" "https://biz.newdaily.co.kr/site/data/html/2022/03/25/2022032500018.html" "https://biz.newdaily.co.kr/site/data/html/2022/03/25/2022032500018.html" "빅테크 등 이종업계의<U+00A0> 진출도 예고된 상태로 '데이터 분석 역량'이 승부를 가를 것으로 보인다. ◆ '더... ◆ '차별화'가 관건…  일각에선 벌써부터 출혈경쟁을 걱정한다. 보험업계는... " "Fri, 25 Mar 2022 09:28:00 +0900"
"33" "Fri, 25 Mar 2022 10:01:57 +0900" 1091941 1 100 "[방은주의 쿼바디스] 디지털 플랫폼정부는 성공할 수 있을까" "https://zdnet.co.kr/view/?no=20220325091512" "https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=105&oid=092&aid=0002251664" "대통령이 데이터를 개방하라고 하니 포털 하나만 덩그렇게 만들어 놓고 아무 데이터나 마구 갖다 놨다. 그러다보니 쓸만한 데이터가 없었다. 우리나라는 디테일을 잘 아는 전문가들이 우대 받지 못한다.  윤석열 대통령... " "Fri, 25 Mar 2022 09:28:00 +0900"
"34" "Fri, 25 Mar 2022 10:01:57 +0900" 1091941 1 100 "FAANG 시대 저물고 AI 뜬다…" "http://www.wowtv.co.kr/NewsCenter/News/Read?articleId=A202203250044&t=NN" "https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=101&oid=215&aid=0001021904" "이날 엔비디아는 인공지능(AI) 데이터 센터를 지원하기 위한 차세대 가속 컴퓨팅 플랫폼 ‘엔비디아 호퍼(NVIDIA Hopper)’ 아키텍처를 발표했다. 엔비디아는 이미 시가총액이 7,000억 달러를 훌쩍 넘어선 거대 기업이다.... " "Fri, 25 Mar 2022 09:28:00 +0900"
"35" "Fri, 25 Mar 2022 10:01:57 +0900" 1091941 1 100 "지니너스-레나임, mRNA 기반 췌장암 면역항암백신 공동 개발 MOU" "http://www.fnnews.com/news/202203250924477208" "https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=101&oid=014&aid=0004809063" "지니너스 박웅양 대표이사는 “지니너스가 축적해온 유전체 빅데이터와 생물정보분석기술들을 기반으로 신약개발에 활용하고, 보유하고 있는 면역항암백신 개발 기술을 통해 레나임과 협업할 수 있어 매우 기쁘다”... " "Fri, 25 Mar 2022 09:27:00 +0900"
"36" "Fri, 25 Mar 2022 10:01:57 +0900" 1091941 1 100 "위닉스, 공기청정기 신제품 제로S·제로4.0 출시" "http://news.mt.co.kr/mtview.php?no=2022032509225490711" "https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=101&oid=008&aid=0004724298" "빅데이터를 활용해 공기청정기 이용 패턴을 분석, 소비자 평가단과 사용자 리뷰 등을 녹여 출시 됐다고 회사 측은 설명했다. '제로 4.0' 공기청정기는 위닉스 공기청정기 대표모델 '제로'의 2022년형 신제품이다. 두... " "Fri, 25 Mar 2022 09:27:00 +0900"
"37" "Fri, 25 Mar 2022 10:01:57 +0900" 1091941 1 100 "[신아메리칸드림] 미국 반도체 투자 확대 수혜주! " "https://news.mtn.co.kr/news-detail/2022032509123250256" "https://news.mtn.co.kr/news-detail/2022032509123250256" "- 컴퓨터·서버 및 다양한 디바이스에서 널리 제품 활용 중 - CPU 및 칩셋· 가속기·보드· 통신연결제품· 스토리지 등 생산 - 클라이언트 컴퓨팅· 데이터센터· IoT 사업 부문 등 영위 - 최근 자율주행 자회사... " "Fri, 25 Mar 2022 09:26:00 +0900"
"38" "Fri, 25 Mar 2022 10:01:57 +0900" 1091941 1 100 "호남대 관광경영학과, '스마트관광' 특강 펼쳐" "http://news.unn.net/news/articleView.html?idxno=525841" "http://news.unn.net/news/articleView.html?idxno=525841" "특강은 광주·전남지역혁신플랫폼 사업의 자율과제 빅데이터 기반 스마트관광플랫폼 인력양성사 참여 학생들의 스마트관광 트렌드분석에 대한 역량강화를 위해 마련됐다. 이날 송예나 교수는 '빅데이터에서 가치... " "Fri, 25 Mar 2022 09:26:00 +0900"
"39" "Fri, 25 Mar 2022 10:01:57 +0900" 1091941 1 100 "[부고]김용문(밀양시 청도면 부면장)씨 장모상" "http://www.newsis.com/view/?id=NISX20220325_0001807178&cID=10812&pID=10800" "https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=102&oid=003&aid=0011082781" "부면장)씨 장모상 = 23일, 밀양시 삼문동 밀양병원 장례식장 특실, 발인 26일. 055-356-9411 ▶ 네이버에서 뉴시스 구독하기 ▶ K-Artprice, 유명 미술작품 가격 공개 ▶ 뉴시스 빅데이터 MSI 주가시세표 바로가기" "Fri, 25 Mar 2022 09:25:00 +0900"
"40" "Fri, 25 Mar 2022 10:01:57 +0900" 1091941 1 100 "영남대-LIG넥스원, 'ICT 융·복합' 분야 산학협력 협약 체결" "https://www.ajunews.com/view/20220325090537016" "https://www.ajunews.com/view/20220325090537016" "AI, 빅데이터 등 인력·기술·학술정보 등 상호 교류 및 협력 통한 전문 인력 양성 영남대학교 기계IT대학이... 빅데이터 등 주요 ICT 분야 관련 기술 및 학술 정보 등 교류를 위해 역량을 모으기로 합의했다. 영남대... " "Fri, 25 Mar 2022 09:24:00 +0900"
"41" "Fri, 25 Mar 2022 10:01:57 +0900" 1091941 1 100 "경북교육청 …학생교육·교사연수 강화" "http://www.newsis.com/view/?id=NISX20220325_0001807170&cID=10810&pID=10800" "https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=102&oid=003&aid=0011082772" "또 특성화고를 중심으로 취업면접에 대비해 AI 빅데이터 기반으로 응시자의 역량을 평가하는 AI 모의면접 제공도 확대할 계획이다. AI 모의면접은 상황대처, 직무 및 지원자 성향에 대한 질문 등을 하게 되며 응시자의... " "Fri, 25 Mar 2022 09:22:00 +0900"
"42" "Fri, 25 Mar 2022 10:01:57 +0900" 1091941 1 100 "KT, AI<U+2027>DX기반 주거문화 트렌드 변화 세미나 연다" "https://www.ebn.co.kr/news/view/1524505/?sc=Naver" "https://www.ebn.co.kr/news/view/1524505/?sc=Naver" "사업 경험을 살려 공간DX 사업 트렌드를 선도한다는 계획이다. 배 상무는 고 말했다. [EBN ()]" "Fri, 25 Mar 2022 09:22:00 +0900"
"43" "Fri, 25 Mar 2022 10:01:57 +0900" 1091941 1 100 "국내 최대 '쿠팡 대구첨단물류센터' 준공" "http://www.womennews.co.kr/news/articleView.html?idxno=221480" "https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=101&oid=310&aid=0000094996" "쿠팡 대구센터는<U+00A0>신규 물류기술 및 시스템을 도입, 시험하는 장으로 AI·빅데이터 활용으로 상품관리와 배송동선을 최적화하고 친환경 물류장비 및 스마트 물류시스템 등을 통해 미래형 혁신물류센터의 모델을... " "Fri, 25 Mar 2022 09:18:00 +0900"
"44" "Fri, 25 Mar 2022 10:01:57 +0900" 1091941 1 100 "한국지능웰케어산업협회, 헬스케어 빅데이터 세미나 개최(3/29)" "https://www.medipana.com/article/view.php?news_idx=294601&sch_cate=F" "https://www.medipana.com/article/view.php?news_idx=294601&sch_cate=F" "한국지능웰케어산업협회과 인공지능전문기업 (주)아크릴은 웰케어분야 기업들이 데이터 중심의 경쟁력을 확보 할 수 있는 기회를 제공하기 위해 '웰케어, 인공지능, 빅데이터(디지털헬스케어데이터 중심)'에 관한... " "Fri, 25 Mar 2022 09:18:00 +0900"
"45" "Fri, 25 Mar 2022 10:01:57 +0900" 1091941 1 100 "국민의힘 이인희 중앙위 교통분과부위원장, 남양주시장 출마 선언" "http://www.breaknews.com/881755" "http://www.breaknews.com/881755" "빅데이터연구소 수석연구위원, 바른미래당 남양주시갑지역위원장, 바른미래당 중부담중복지위원장, 바른미래당 당대표 비서실장과 민생당의 최고위원을 역임하고... " "Fri, 25 Mar 2022 09:18:00 +0900"
"46" "Fri, 25 Mar 2022 10:01:57 +0900" 1091941 1 100 "대구서, 위용 드러낸 국내 최대 규모 ‘쿠팡 대구첨단물류센터’" "http://www.breaknews.com/881723" "http://www.breaknews.com/881723" "AI·빅데이터를 활용해 상품관리와 배송동선을 최적화하고, 친환경 물류장비 및 스마트 물류시스템 등을 통해 미래형 혁신물류센터의 모델을 제시할 계획이다. 현재... " "Fri, 25 Mar 2022 09:18:00 +0900"
"47" "Fri, 25 Mar 2022 10:01:57 +0900" 1091941 1 100 "창원시 '디지털 청년 일자리' 올인…28개 기업·유관기관과 협약" "https://www.cnbnews.com/news/article.html?no=538332" "https://www.cnbnews.com/news/article.html?no=538332" "특히 차기 정부에서 '디지털 플랫폼 정부 구축'을 국정과제로 '세계 5대 강국 디지털 플랫폼 정부'를 내세우며 AI·빅데이터메타버스(가상세계)를 통해 행정서비스의 질을 높임은 물론, 디지털 인재 100만을 양성한다고... " "Fri, 25 Mar 2022 09:16:00 +0900"
"48" "Fri, 25 Mar 2022 10:01:57 +0900" 1091941 1 100 "경북교육청, AI 교육 확대·운영...미래인재 양성 나서" "http://daily.hankooki.com/news/articleView.html?idxno=804195" "http://daily.hankooki.com/news/articleView.html?idxno=804195" "또 특성화고등학교를 중심으로 취업면접을 대비해 AI 빅데이터 기반으로 응시자의 역량을 평가하는 AI 모의면접 제공을 확대할 예정이다. AI 모의면접은 상황대처, 직무 및 지원자 성향에 대한 질문 등을 한다.... " "Fri, 25 Mar 2022 09:16:00 +0900"
"49" "Fri, 25 Mar 2022 10:01:57 +0900" 1091941 1 100 "지란지교데이터, '딥러닝 기반 비정형 텍스트 내 개인정보 탐지·비식별조치 ..." "http://www.aitimes.kr/news/articleView.html?idxno=24627" "http://www.aitimes.kr/news/articleView.html?idxno=24627" "개인정보보호 SW 전문 기업 지란지교데이터(대표 조원희)가 오는 4월 13일부터 15일까지 사흘간 서울... 더불어 지란지교데이터는 인공지능 기반 이미지 내 민감·개인정보 필터링 기술 'AI OCR(Optical Character Recognition)... " "Fri, 25 Mar 2022 09:10:00 +0900"
